id,Action Type,Work Type,Value,Location_id 
15716,ADD/ALT,No plan review,$50000.00,
15717,ADD/ALT,No plan review,$40000.00,
15718,ADD/ALT,No plan review,$25000.00,
15719,ADD/ALT,Plan Review,$3000000.00,
15720,NEW,Plan Review,$429740.00,
15721,ADD/ALT,Plan Review,$50848.00,
15722,NEW,Plan Review,$416442.00,
15723,ADD/ALT,Plan Review,$20000.00,
15724,NEW,Plan Review,$364861.00,
15725,ADD/ALT,Plan Review,$100000.00,
15726,ADD/ALT,Plan Review,$101331.00,
15727,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
15728,ADD/ALT,Plan Review,$58000.00,
15729,ADD/ALT,No plan review,$40000.00,
15730,ADD/ALT,No plan review,$1500.00,
15731,ADD/ALT,No plan review,$16116.00,
15732,ADD/ALT,Plan Review,$150000.00,
15733,ADD/ALT,Plan Review,$0.00,
15734,ADD/ALT,No plan review,$100000.00,
15735,ADD/ALT,No plan review,$103661.00,
15736,ADD/ALT,Plan Review,$600000.00,
15737,ADD/ALT,Plan Review,$10000.00,
15738,ADD/ALT,No plan review,$20000.00,
15739,NEW,Plan Review,$18425867.00,
15740,ADD/ALT,Plan Review,$188232.00,
15741,ADD/ALT,Plan Review,$18000.00,
15742,ADD/ALT,Plan Review,$60000.00,
15743,ADD/ALT,No plan review,$40000.00,
15744,NEW,No plan review,$23000.00,
15745,ADD/ALT,No plan review,$8000.00,
15746,ALTER,Plan Review,$100000.00,
15747,ADD/ALT,No plan review,$3392.00,
15748,ADD/ALT,Plan Review,$230000.00,
15749,ADD/ALT,No plan review,$115000.00,
15750,ADD/ALT,No plan review,$25000.00,
15751,ADD/ALT,No plan review,$35000.00,
15752,ADD/ALT,No plan review,$75000.00,
15753,NEW,Plan Review,$12412639.00,
15754,ADD/ALT,Plan Review,$52000.00,
15755,CURB CUT,No plan review,$5000.00,
15756,ADD/ALT,Plan Review,$58186.00,
15757,ALTER,Plan Review,$315000.00,
15758,ALTER,Plan Review,$31000.00,
15759,ADD/ALT,Plan Review,$6000.00,
15760,ADD/ALT,Plan Review,$175000.00,
15761,ADD/ALT,Plan Review,$20000.00,
15762,ALTER,Plan Review,$1675000.00,
15763,ADD/ALT,No plan review,$40000.00,
15764,ADD/ALT,Plan Review,$75000.00,
15765,ADD/ALT,No plan review,$85000.00,
15766,ADD/ALT,Plan Review,$85000.00,
15767,ADD/ALT,Plan Review,$825000.00,
15768,ADD/ALT,Plan Review,$1000.00,
15769,ADD/ALT,No plan review,$6000.00,
15770,ADD/ALT,No plan review,$3000.00,
15771,ADD/ALT,Plan Review,$74021.00,
15772,ADD/ALT,No plan review,$64000.00,
15773,ADD/ALT,Plan Review,$5753.00,
15774,ADD/ALT,No plan review,$11958.00,
15775,GRADING,Plan Review,$0.00,
15776,ADD/ALT,No plan review,$90000.00,
15777,ADD/ALT,Plan Review,$48345.00,
15778,ADD/ALT,No plan review,$10000.00,
15779,ADD/ALT,No plan review,$135000.00,
15780,NEW,Plan Review,$489106.00,
15781,DEMOLITION,No plan review,$0.00,
15782,DEMOLITION,No plan review,$0.00,
15783,DEMOLITION,No plan review,$0.00,
15784,DEMOLITION,No plan review,$0.00,
15785,DEMOLITION,No plan review,$0.00,
15786,ADD/ALT,Plan Review,$85000.00,
15787,ADD/ALT,Plan Review,$500000.00,
15788,ADD/ALT,Plan Review,$100000.00,
15789,ADD/ALT,Plan Review,$165000.00,
15790,NEW,Plan Review,$366320.00,
15791,NEW,Plan Review,$290571.00,
15792,ADD/ALT,Plan Review,$1000000.00,
15793,ADD/ALT,Plan Review,$489776.00,
15794,ADD/ALT,Plan Review,$53200.00,
15795,ADD/ALT,Plan Review,$110000.00,
15796,NEW,Plan Review,$299521.00,
15797,NEW,Plan Review,$347096.00,
15798,NEW,Plan Review,$347096.00,
15799,NEW,Plan Review,$347095.00,
15800,NEW,Plan Review,$342287.00,
15801,NEW,Plan Review,$556034.00,
15802,ADD/ALT,Plan Review,$11333.00,
15803,NEW,Plan Review,$745430.00,
15804,ADD/ALT,Plan Review,$329965.00,
15805,ADD/ALT,Plan Review,$71000.00,
15806,NEW,Plan Review,$422026.00,
15807,ADD/ALT,Plan Review,$625057.00,
15808,ADD/ALT,Plan Review,$481574.00,
15809,ADD/ALT,Plan Review,$80000.00,
15810,ADD/ALT,Plan Review,$32713.00,
15811,ADD/ALT,Plan Review,$40000.00,
15812,ADD/ALT,No plan review,$3500.00,
15813,ADD/ALT,No plan review,$80000.00,
15814,ADD/ALT,No plan review,$120000.00,
15815,ADD/ALT,No plan review,$100.00,
15816,ADD/ALT,No plan review,$60000.00,
15817,ADD/ALT,Plan Review,$134961.00,
15818,ADD/ALT,No plan review,$10000.00,
15819,ALTER,Plan Review,$200000.00,
15820,ADD/ALT,No plan review,$40000.00,
15821,ADD/ALT,No plan review,$48000.00,
15822,ADD/ALT,No plan review,$100000.00,
15823,ADD/ALT,No plan review,$13500.00,
15824,ADD/ALT,Plan Review,$275000.00,
15825,ADD/ALT,No plan review,$16000.00,
15826,ADD/ALT,No plan review,$60000.00,
15827,ADD/ALT,No plan review,$5000.00,
15828,ADD/ALT,Plan Review,$75000.00,
15829,ADD/ALT,No plan review,$3000.00,
15830,ADD/ALT,Plan Review,$75000.00,
15831,DEMOLITION,No plan review,$0.00,
15832,ADD/ALT,Plan Review,$5000.00,
15833,ADD/ALT,Plan Review,$46000.00,
15834,ADD/ALT,No plan review,$4500.00,
15835,ADD/ALT,No plan review,$10000.00,
15836,ADD/ALT,No plan review,$30000.00,
15837,ADD/ALT,No plan review,$50000.00,
15838,ADD/ALT,Plan Review,$9500.00,
15839,ADD/ALT,No plan review,$40000.00,
15840,ADD/ALT,No plan review,$80000.00,
15841,ADD/ALT,Plan Review,$0.00,
15842,ADD/ALT,No plan review,$15000.00,
15843,ADD/ALT,No plan review,$30000.00,
15844,ADD/ALT,No plan review,$100000.00,
15845,ADD/ALT,No plan review,$60000.00,
15846,ADD/ALT,No plan review,$7000.00,
15847,NEW,Plan Review,$349392.00,
15848,ADD/ALT,No plan review,$100000.00,
15849,ADD/ALT,No plan review,$17550.00,
15850,ADD/ALT,No plan review,$150000.00,
15851,ADD/ALT,No plan review,$2600.00,
15852,DEMOLITION,No plan review,$0.00,
15853,ADD/ALT,Plan Review,$10000.00,
15854,ADD/ALT,Plan Review,$500000.00,
15855,ADD/ALT,Plan Review,$260156.00,
15856,NEW,Plan Review,$509049.00,
15857,NEW,Plan Review,$172065.00,
15858,NEW,Plan Review,$494419.00,
15859,ADD/ALT,Plan Review,$390000.00,
15860,ADD/ALT,Plan Review,$30000.00,
15861,NEW,Plan Review,$172065.00,
15862,ADD/ALT,Plan Review,$40000.00,
15863,NEW,Plan Review,$401590.00,
15864,DEMOLITION,No plan review,$0.00,
15865,DEMOLITION,No plan review,$0.00,
15866,DEMOLITION,No plan review,$0.00,
15867,DEMOLITION,No plan review,$0.00,
15868,NEW,Plan Review,$240713.00,
15869,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
15870,ALTER,Plan Review,$155000.00,
15871,ADD/ALT,Plan Review,$300000.00,
15872,ADD/ALT,Plan Review,$0.00,
15873,ADD/ALT,No plan review,$45000.00,
15874,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
15875,ADD/ALT,No plan review,$50000.00,
15876,ADD/ALT,Plan Review,$45000.00,
15877,DEMOLITION,No plan review,$0.00,
15878,ADD/ALT,Plan Review,$5000.00,
15879,ADD/ALT,No plan review,$33012.00,
15880,ADD/ALT,Plan Review,$366000.00,
15881,ADD/ALT,No plan review,$25246.00,
15882,DEMOLITION,No plan review,$0.00,
15883,ADD/ALT,No plan review,$5000.00,
15884,ADD/ALT,No plan review,$10000.00,
15885,ADD/ALT,Plan Review,$28000.00,
15886,NEW,Plan Review,$6307170.00,
15887,ADD/ALT,No plan review,$12000.00,
15888,ADD/ALT,No plan review,$37666.00,
15889,ADD/ALT,No plan review,$15000.00,
15890,ADD/ALT,No plan review,$10000.00,
15891,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
15892,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
15893,ADD/ALT,No plan review,$6188.00,
15894,ADD/ALT,No plan review,$25000.00,
15895,ADD/ALT,No plan review,$2000.00,
15896,ADD/ALT,No plan review,$40000.00,
15897,DEMOLITION,No plan review,$0.00,
15898,ADD/ALT,No plan review,$62660.00,
15899,ADD/ALT,Plan Review,$500000.00,
15900,ADD/ALT,No plan review,$150000.00,
15901,ADD/ALT,No plan review,$32000.00,
15902,NEW,Plan Review,$226975.00,
15903,ADD/ALT,Plan Review,$124800.00,
15904,NEW,Plan Review,$1190086.00,
15905,NEW,Plan Review,$365737.00,
15906,DEMOLITION,No plan review,$0.00,
15907,ADD/ALT,Plan Review,$401215.00,
15908,DEMOLITION,No plan review,$0.00,
15909,ADD/ALT,Plan Review,$331389.00,
15910,ADD/ALT,Plan Review,$40000.00,
15911,NEW,Plan Review,$366377.00,
15912,ADD/ALT,Plan Review,$164500.00,
15913,ADD/ALT,No plan review,$65000.00,
15914,ADD/ALT,Plan Review,$20000.00,
15915,ADD/ALT,No plan review,$15000.00,
15916,NEW,Plan Review,$422050.00,
15917,ADD/ALT,No plan review,$46960.00,
15918,ADD/ALT,No plan review,$100000.00,
15919,NEW,Plan Review,$205750.00,
15920,ADD/ALT,Plan Review,$400000.00,
15921,ADD/ALT,Plan Review,$120000.00,
15922,ADD/ALT,No plan review,$2900.00,
15923,ADD/ALT,Plan Review,$30000.00,
15924,DEMOLITION,No plan review,$0.00,
15925,ADD/ALT,No plan review,$30000.00,
15926,ADD/ALT,Plan Review,$100.00,
15927,ADD/ALT,No plan review,$75000.00,
15928,ADD/ALT,No plan review,$120000.00,
15929,DEMOLITION,No plan review,$0.00,
15930,NEW,Plan Review,$345956.00,
15931,ADD/ALT,Plan Review,$95000.00,
15932,ADD/ALT,Plan Review,$151837.00,
15933,ADD/ALT,Plan Review,$40000.00,
15934,ADD/ALT,Plan Review,$9500.00,
15935,ADD/ALT,No plan review,$87280.00,
15936,ADD/ALT,Plan Review,$100000.00,
15937,ADD/ALT,No plan review,$28000.00,
15938,ADD/ALT,Plan Review,$80000.00,
15939,NEW,Plan Review,$241570.00,
15940,ADD/ALT,Plan Review,$80000.00,
15941,ADD/ALT,Plan Review,$36152.00,
15942,ADD/ALT,Plan Review,$120000.00,
15943,ADD/ALT,No plan review,$27000.00,
15944,NEW,Plan Review,$337022.00,
15945,DEMOLITION,Plan Review,$0.00,
15946,ADD/ALT,No plan review,$8039.00,
15947,ADD/ALT,No plan review,$14305.00,
15948,ADD/ALT,Plan Review,$0.00,
15949,ADD/ALT,No plan review,$85580.00,
15950,NEW,Plan Review,$652428.00,
15951,GRADING,No plan review,$0.00,
15952,ADD/ALT,Plan Review,$30000.00,
15953,ADD/ALT,No plan review,$120000.00,
15954,ADD/ALT,No plan review,$80000.00,
15955,ADD/ALT,No plan review,$1000.00,
15956,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
15957,ADD/ALT,Plan Review,$62500.00,
15958,ADD/ALT,No plan review,$100000.00,
15959,ADD/ALT,No plan review,$75000.00,
15960,ADD/ALT,No plan review,$60000.00,
15961,DEMOLITION,No plan review,$0.00,
15962,NEW,No plan review,$20000.00,
15963,ADD/ALT,No plan review,$10000.00,
15964,ADD/ALT,No plan review,$91000.00,
15965,ADD/ALT,No plan review,$8000.00,
15966,ADD/ALT,No plan review,$10000.00,
15967,ADD/ALT,No plan review,$91000.00,
15968,ADD/ALT,No plan review,$78000.00,
15969,ADD/ALT,No plan review,$78000.00,
15970,ADD/ALT,No plan review,$60000.00,
15971,ADD/ALT,No plan review,$60000.00,
15972,ALTER,Plan Review,$300000.00,
15973,ADD/ALT,Plan Review,$5000.00,
15974,ADD/ALT,No plan review,$78000.00,
15975,ADD/ALT,No plan review,$78000.00,
15976,ADD/ALT,No plan review,$13000.00,
15977,NEW,Plan Review,$360222.00,
15978,NEW,Plan Review,$360222.00,
15979,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
15980,NEW,Plan Review,$540333.00,
15981,NEW,Plan Review,$540333.00,
15982,NEW,Plan Review,$360222.00,
15983,NEW,Plan Review,$360222.00,
15984,NEW,Plan Review,$254866.00,
15985,NEW,Plan Review,$254866.00,
15986,NEW,Plan Review,$254866.00,
15987,NEW,Plan Review,$254866.00,
15988,NEW,Plan Review,$547820.00,
15989,NEW,Plan Review,$540333.00,
15990,NEW,Plan Review,$571864.00,
15991,NEW,Plan Review,$540333.00,
15992,NEW,Plan Review,$540333.00,
15993,NEW,Plan Review,$540333.00,
15994,ADD/ALT,No plan review,$30000.00,
15995,NEW,Plan Review,$360222.00,
15996,NEW,Plan Review,$360222.00,
15997,NEW,Plan Review,$337022.00,
15998,NEW,Plan Review,$352269.00,
15999,NEW,Plan Review,$337022.00,
16000,NEW,Plan Review,$337022.00,
16001,NEW,Plan Review,$337022.00,
16002,NEW,Plan Review,$528403.00,
16003,NEW,Plan Review,$337022.00,
16004,NEW,Plan Review,$352269.00,
16005,NEW,Plan Review,$337022.00,
16006,NEW,Plan Review,$352269.00,
16007,ADD/ALT,No plan review,$78000.00,
16008,ADD/ALT,Plan Review,$25000.00,
16009,ADD/ALT,Plan Review,$5000000.00,
16010,ADD/ALT,No plan review,$65000.00,
16011,ADD/ALT,No plan review,$6000.00,
16012,ADD/ALT,No plan review,$20000.00,
16013,ADD/ALT,No plan review,$9500.00,
16014,ADD/ALT,No plan review,$20000.00,
16015,ADD/ALT,No plan review,$10000.00,
16016,ADD/ALT,Plan Review,$9000.00,
16017,ADD/ALT,Plan Review,$77883.00,
16018,ADD/ALT,No plan review,$56561.00,
16019,NEW,Plan Review,$532045.00,
16020,NEW,Plan Review,$371373.00,
16021,ADD/ALT,No plan review,$115000.00,
16022,ADD/ALT,No plan review,$3667.00,
16023,ADD/ALT,Plan Review,$500000.00,
16024,NEW,Plan Review,$336046.00,
16025,ADD/ALT,No plan review,$12000.00,
16026,NO CONSTRUCTION,Plan Review,$0.00,
16027,ALTER,Plan Review,$125000.00,
16028,ADD/ALT,No plan review,$28000.00,
16029,ADD/ALT,No plan review,$40000.00,
16030,ADD/ALT,No plan review,$15000.00,
16031,NEW,Plan Review,$442975.00,
16032,ADD/ALT,Plan Review,$3900.00,
16033,ADD/ALT,No plan review,$15000.00,
16034,ADD/ALT,No plan review,$12000.00,
16035,ADD/ALT,No plan review,$40000.00,
16036,ADD/ALT,No plan review,$25000.00,
16037,ADD/ALT,No plan review,$50000.00,
16038,ADD/ALT,No plan review,$50000.00,
16039,ADD/ALT,No plan review,$3000.00,
16040,ADD/ALT,No plan review,$15500.00,
16041,CURB CUT,No plan review,$0.00,
16042,NEW,Plan Review,$215030.00,
16043,NEW,Plan Review,$3500000.00,
16044,ADD/ALT,Plan Review,$350000.00,
16045,NEW,Plan Review,$1100695.00,
16046,ADD/ALT,Plan Review,$100000.00,
16047,ADD/ALT,Plan Review,$212000.00,
16048,NEW,Plan Review,$188054.00,
16049,DEMOLITION,No plan review,$0.00,
16050,NEW,Plan Review,$188054.00,
16051,ADD/ALT,Plan Review,$118000.00,
16052,ADD/ALT,Plan Review,$700000.00,
16053,ADD/ALT,Plan Review,$200000.00,
16054,NEW,Plan Review,$12000.00,
16055,NEW,Plan Review,$420646.00,
16056,DEMOLITION,No plan review,$0.00,
16057,ADD/ALT,No plan review,$2500.00,
16058,ADD/ALT,Plan Review,$35000.00,
16059,ADD/ALT,No plan review,$25000.00,
16060,ADD/ALT,No plan review,$28000.00,
16061,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
16062,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
16063,ADD/ALT,Plan Review,$63000.00,
16064,ADD/ALT,No plan review,$5000.00,
16065,ADD/ALT,No plan review,$20000.00,
16066,TREE/VEGETATION MAINT/RESTORE,No plan review,$0.00,
16067,ALTER,Plan Review,$1000000.00,
16068,NEW,Plan Review,$18927932.00,
16069,ADD/ALT,No plan review,$50000.00,
16070,ADD/ALT,Plan Review,$124208.00,
16071,ADD/ALT,Plan Review,$5000.00,
16072,ADD/ALT,No plan review,$1.00,
16073,DEMOLITION,No plan review,$0.00,
16074,ADD/ALT,No plan review,$20000.00,
16075,ADD/ALT,Plan Review,$300000.00,
16076,ADD/ALT,Plan Review,$3000000.00,
16077,ADD/ALT,Plan Review,$127000.00,
16078,ADD/ALT,Plan Review,$92000.00,
16079,NEW,Plan Review,$388485.00,
16080,ADD/ALT,Plan Review,$10000.00,
16081,ADD/ALT,Plan Review,$136000.00,
16082,ADD/ALT,Plan Review,$100000.00,
16083,ADD/ALT,No plan review,$75000.00,
16084,GRADING,Plan Review,$0.00,
16085,GRADING,Plan Review,$0.00,
16086,GRADING,Plan Review,$0.00,
16087,ALTER,Plan Review,$0.00,
16088,ADD/ALT,No plan review,$10887.00,
16089,NEW,Plan Review,$399981.00,
16090,ADD/ALT,No plan review,$100000.00,
16091,ADD/ALT,No plan review,$3000.00,
16092,ADD/ALT,No plan review,$2000.00,
16093,ADD/ALT,Plan Review,$75000.00,
16094,ADD/ALT,No plan review,$6000.00,
16095,ADD/ALT,Plan Review,$114000.00,
16096,ADD/ALT,Plan Review,$8000.00,
16097,ADD/ALT,No plan review,$20000.00,
16098,ADD/ALT,No plan review,$6000.00,
16099,ADD/ALT,No plan review,$25000.00,
16100,ADD/ALT,Plan Review,$30000.00,
16101,ADD/ALT,No plan review,$236134.00,
16102,ADD/ALT,No plan review,$15000.00,
16103,ADD/ALT,No plan review,$10000.00,
16104,ADD/ALT,No plan review,$15000.00,
16105,ADD/ALT,No plan review,$78000.00,
16106,ADD/ALT,Plan Review,$5835.00,
16107,ADD/ALT,No plan review,$25029.00,
16108,ADD/ALT,Plan Review,$1000.00,
16109,ADD/ALT,No plan review,$2500.00,
16110,ADD/ALT,No plan review,$3500.00,
16111,DEMOLITION,No plan review,$0.00,
16112,DEMOLITION,No plan review,$0.00,
16113,DEMOLITION,No plan review,$0.00,
16114,DEMOLITION,No plan review,$0.00,
16115,DEMOLITION,No plan review,$0.00,
16116,DEMOLITION,No plan review,$0.00,
16117,DEMOLITION,No plan review,$0.00,
16118,DEMOLITION,No plan review,$0.00,
16119,DEMOLITION,No plan review,$0.00,
16120,ADD/ALT,Plan Review,$290000.00,
16121,ADD/ALT,Plan Review,$115856.00,
16122,ADD/ALT,Plan Review,$20000.00,
16123,ADD/ALT,No plan review,$150000.00,
16124,ADD/ALT,Plan Review,$25000.00,
16125,ADD/ALT,Plan Review,$200000.00,
16126,NEW,Plan Review,$7868322.00,
16127,NEW,Plan Review,$16500.00,
16128,ADD/ALT,Plan Review,$259596.00,
16129,NEW,Plan Review,$2500000.00,
16130,NEW,Plan Review,$580116.00,
16131,ADD/ALT,Plan Review,$2500000.00,
16132,ADD/ALT,Plan Review,$53000.00,
16133,ADD/ALT,Plan Review,$25000.00,
16134,ADD/ALT,Plan Review,$130000.00,
16135,TEMP,Plan Review,$5000.00,
16136,ADD/ALT,No plan review,$20000.00,
16137,ADD/ALT,Plan Review,$65000.00,
16138,ADD/ALT,No plan review,$10000.00,
16139,ADD/ALT,Plan Review,$35000.00,
16140,ADD/ALT,No plan review,$50000.00,
16141,ADD/ALT,Plan Review,$38000.00,
16142,ADD/ALT,No plan review,$85000.00,
16143,ADD/ALT,Plan Review,$6876.00,
16144,ADD/ALT,Plan Review,$60000.00,
16145,NO CONSTRUCTION,Plan Review,$40000.00,
16146,DEMOLITION,No plan review,$0.00,
16147,NEW,Plan Review,$448852.00,
16148,ADD/ALT,Plan Review,$34000.00,
16149,DEMOLITION,No plan review,$0.00,
16150,DEMOLITION,No plan review,$0.00,
16151,NEW,Plan Review,$327161.00,
16152,NEW,Plan Review,$350046.00,
16153,NEW,Plan Review,$352879.00,
16154,ADD/ALT,Plan Review,$23000.00,
16155,GRADING,Plan Review,$0.00,
16156,ADD/ALT,Plan Review,$20000.00,
16157,NEW,Plan Review,$421165.00,
16158,DEMOLITION,No plan review,$0.00,
16159,GRADING,Plan Review,$0.00,
16160,ADD/ALT,Plan Review,$17000.00,
16161,ADD/ALT,No plan review,$2922.00,
16162,ADD/ALT,No plan review,$180000.00,
16163,ADD/ALT,No plan review,$30000.00,
16164,ADD/ALT,No plan review,$25000.00,
16165,ADD/ALT,Plan Review,$500000.00,
16166,ADD/ALT,Plan Review,$40000.00,
16167,DEMOLITION,No plan review,$0.00,
16168,DEMOLITION,No plan review,$0.00,
16169,NEW,Plan Review,$440988.00,
16170,ADD/ALT,Plan Review,$35000.00,
16171,ADD/ALT,Plan Review,$80000.00,
16172,ADD/ALT,No plan review,$15000.00,
16173,ADD/ALT,Plan Review,$54996.00,
16174,ADD/ALT,No plan review,$6418.00,
16175,ADD/ALT,No plan review,$7000.00,
16176,ALTER,Plan Review,$0.00,
16177,ADD/ALT,No plan review,$7000.00,
16178,ADD/ALT,No plan review,$1500.00,
16179,ADD/ALT,No plan review,$2560.00,
16180,SHORELINE EXEMPTION ONLY,Plan Review,$0.00,
16181,ALTER,Plan Review,$110000.00,
16182,ALTER,Plan Review,$0.00,
16183,ADD/ALT,No plan review,$7000.00,
16184,ADD/ALT,No plan review,$3000.00,
16185,NEW,Plan Review,$1200000.00,
16186,ADD/ALT,Plan Review,$8500.00,
16187,DEMOLITION,No plan review,$0.00,
16188,ADD/ALT,Plan Review,$85000.00,
16189,ADD/ALT,Plan Review,$5000.00,
16190,ADD/ALT,Plan Review,$205000.00,
16191,DEMOLITION,No plan review,$0.00,
16192,NEW,Plan Review,$570804.00,
16193,NEW,Plan Review,$614565.00,
16194,DEMOLITION,No plan review,$0.00,
16195,NEW,Plan Review,$512992.00,
16196,NEW,Plan Review,$360531.00,
16197,ADD/ALT,Plan Review,$120000.00,
16198,ADD/ALT,Plan Review,$1683000.00,
16199,NEW,Plan Review,$552939.00,
16200,DEMOLITION,No plan review,$0.00,
16201,NEW,Plan Review,$653548.00,
16202,ADD/ALT,Plan Review,$96176.00,
16203,ADD/ALT,Plan Review,$25000.00,
16204,CURB CUT,No plan review,$238116.00,
16205,ADD/ALT,Plan Review,$100000.00,
16206,ADD/ALT,Plan Review,$50000.00,
16207,ADD/ALT,No plan review,$40000.00,
16208,ADD/ALT,No plan review,$35000.00,
16209,ADD/ALT,No plan review,$27250.00,
16210,DEMOLITION,No plan review,$0.00,
16211,ADD/ALT,No plan review,$55000.00,
16212,DEMOLITION,No plan review,$0.00,
16213,ADD/ALT,Plan Review,$4500.00,
16214,ALTER,Plan Review,$200000.00,
16215,ADD/ALT,No plan review,$70000.00,
16216,ADD/ALT,No plan review,$45000.00,
16217,DEMOLITION,No plan review,$0.00,
16218,NEW,Plan Review,$1270433.00,
16219,ADD/ALT,Plan Review,$300000.00,
16220,ADD/ALT,Plan Review,$925833.00,
16221,ADD/ALT,Plan Review,$102500.00,
16222,ADD/ALT,Plan Review,$100000.00,
16223,ADD/ALT,Plan Review,$60000.00,
16224,ADD/ALT,Plan Review,$3640.00,
16225,ADD/ALT,No plan review,$42000.00,
16226,ADD/ALT,Plan Review,$30000.00,
16227,ADD/ALT,No plan review,$3000.00,
16228,CURB CUT,No plan review,$0.00,
16229,CURB CUT,No plan review,$0.00,
16230,ADD/ALT,No plan review,$32000.00,
