id,district,police_beat 
33601,R,R1
33602,O,O1
33603,J,J1
33604,B,B3
33605,F,F1
33606,O,O2
33607,G,G3
33608,S,S2
33609,E,E1
33610,C,C2
33611,J,J1
33612,J,J3
33613,W,W2
33614,C,C1
33615,G,G3
33616,M,M2
33617,J,J1
33618,J,J2
33619,C,C1
33620,J,J3
33621,M,M3
33622,W,W1
33623,N,N3
33624,R,R2
33625,Q,Q2
33626,C,C2
33627,S,S2
33628,E,E2
33629,M,M2
33630,B,B1
33631,U,U3
33632,M,M1
33633,B,B2
33634,C,C1
33635,F,F3
33636,K,K1
33637,M,M1
33638,D,D2
33639,J,J1
33640,N,N2
33641,E,E2
33642,R,R2
33643,F,F3
33644,M,M2
33645,N,N1
33646,G,G3
33647,L,L1
33648,K,K2
33649,C,C3
33650,S,S2
33651,E,E3
33652,U,U1
33653,S,S1
33654,G,G3
33655,N,N2
33656,W,W3
33657,F,F1
33658,J,J3
33659,M,M3
33660,Q,Q2
33661,O,O2
33662,B,B3
33663,F,F3
33664,N,N2
33665,O,O2
33666,E,E2
33667,E,E1
33668,C,C2
33669,C,C3
33670,E,E3
33671,U,U2
33672,B,B3
33673,J,J1
33674,J,J2
33675,F,F2
33676,S,S1
33677,F,F3
33678,D,D1
33679,C,C2
33680,D,D3
33681,Q,Q3
33682,K,K2
33683,D,D1
33684,D,D1
33685,F,F2
33686,W,W2
33687,Q,Q3
33688,W,W2
33689,K,K1
33690,W,W3
33691,B,B1
33692,F,F3
33693,M,M3
33694,S,S3
33695,C,C3
33696,N,N2
33697,N,N1
33698,F,F3
33699,M,M3
33700,W,W3
33701,K,K2
33702,B,B3
33703,G,G2
33704,S,S2
33705,E,E3
33706,J,J2
33707,F,F1
33708,N,N2
33709,N,N1
33710,F,F1
33711,Q,Q2
33712,D,D3
33713,G,G3
33714,R,R2
33715,W,W1
33716,F,F1
33717,S,S2
33718,B,B3
33719,S,S3
33720,R,R2
33721,J,J2
33722,W,W2
33723,E,E1
33724,R,R3
33725,U,U1
33726,N,N1
33727,E,E2
33728,S,S2
33729,J,J3
33730,J,J2
33731,G,G3
33732,G,G1
33733,J,J1
33734,S,S3
33735,J,J2
33736,K,K3
33737,J,J3
33738,N,N2
33739,E,E2
33740,Q,Q3
33741,E,E3
33742,D,D2
33743,K,K3
33744,S,S3
33745,B,B3
33746,L,L3
33747,D,D3
33748,W,W3
33749,B,B3
33750,O,O3
33751,D,D2
33752,G,G3
33753,D,D2
33754,S,S2
33755,R,R1
33756,B,B2
33757,E,E3
33758,M,M2
33759,C,C3
33760,B,B2
33761,M,M2
33762,E,E2
33763,D,D1
33764,W,W2
33765,C,C2
33766,J,J3
33767,G,G2
33768,R,R2
33769,D,D3
33770,C,C2
33771,J,J3
33772,R,R2
33773,O,O2
33774,U,U3
33775,B,B3
33776,W,W2
33777,W,W2
33778,L,L3
33779,J,J2
33780,U,U1
33781,Q,Q2
33782,N,N2
33783,D,D1
33784,F,F3
33785,D,D3
33786,M,M2
33787,S,S1
33788,E,E2
33789,J,J3
33790,E,E3
33791,J,J3
33792,D,D1
33793,U,U2
33794,M,M3
33795,B,B2
33796,N,N2
33797,M,M2
33798,L,L3
33799,N,N3
33800,E,E2
33801,U,U3
33802,K,K3
33803,U,U2
33804,U,U2
33805,K,K2
33806,N,N1
33807,U,U2
33808,E,E3
33809,R,R3
33810,E,E3
33811,M,M3
33812,S,S3
33813,N,N1
33814,L,L2
33815,D,D2
33816,L,L1
33817,M,M1
33818,G,G3
33819,C,C3
33820,Q,Q2
33821,M,M1
33822,M,M3
33823,J,J2
33824,L,L2
33825,Q,Q3
33826,R,R3
33827,D,D1
33828,J,J3
33829,R,R2
33830,B,B3
33831,G,G3
33832,B,B2
33833,M,M3
33834,S,S3
33835,B,B1
33836,S,S2
33837,R,R3
33838,U,U3
33839,R,R1
33840,D,D2
33841,R,R3
33842,Q,Q3
33843,U,U1
33844,F,F2
33845,W,W2
33846,G,G3
33847,J,J2
33848,J,J2
33849,J,J3
33850,L,L1
33851,M,M2
33852,J,J1
33853,J,J3
33854,J,J2
33855,J,J2
33856,U,U3
33857,U,U1
33858,R,R3
33859,R,R1
33860,D,D1
33861,L,L1
33862,G,G1
33863,E,E2
33864,B,B3
33865,F,F3
33866,B,B1
33867,O,O1
33868,F,F2
33869,U,U1
33870,J,J2
33871,J,J3
33872,U,U3
33873,Q,Q1
33874,G,G3
33875,W,W3
33876,D,D1
33877,J,J3
33878,M,M1
33879,B,B3
33880,N,N2
33881,Q,Q2
33882,O,O2
33883,R,R2
33884,G,G1
33885,Q,Q3
33886,W,W2
33887,N,N2
33888,M,M1
33889,C,C2
33890,J,J1
33891,J,J1
33892,E,E3
33893,F,F1
33894,J,J2
33895,R,R1
33896,L,L1
33897,W,W1
33898,Q,Q3
33899,D,D1
33900,U,U2
33901,D,D1
33902,E,E1
33903,L,L1
33904,N,N2
33905,J,J2
33906,Q,Q3
33907,B,B3
33908,M,M1
33909,D,D2
33910,E,E3
33911,Q,Q2
33912,C,C2
33913,B,B1
33914,W,W2
33915,W,W1
33916,C,C2
33917,E,E1
33918,J,J2
33919,U,U3
33920,E,E1
33921,K,K1
33922,E,E3
33923,R,R3
33924,M,M2
33925,F,F1
33926,U,U3
33927,B,B1
33928,M,M3
33929,Q,Q3
33930,D,D1
33931,O,O2
33932,F,F2
33933,L,L3
33934,E,E2
33935,L,L1
33936,B,B1
33937,E,E1
33938,S,S1
33939,K,K3
33940,F,F2
33941,C,C2
33942,B,B2
33943,J,J3
33944,G,G1
33945,R,R2
33946,D,D3
33947,M,M1
33948,F,F2
33949,M,M1
33950,S,S2
33951,Q,Q3
33952,L,L2
33953,L,L2
33954,S,S2
33955,Q,Q1
33956,M,M3
33957,G,G2
33958,U,U2
33959,D,D1
33960,W,W2
33961,B,B1
33962,L,L2
33963,D,D2
33964,D,D1
33965,K,K3
33966,D,D1
33967,W,W3
33968,W,W1
33969,D,D2
33970,U,U2
33971,N,N3
33972,R,R1
33973,L,L2
33974,E,E1
33975,G,G1
33976,S,S3
33977,C,C1
33978,N,N1
33979,M,M1
33980,N,N3
33981,S,S1
33982,D,D3
33983,O,O1
33984,B,B2
33985,M,M3
33986,K,K3
33987,J,J1
33988,E,E2
33989,F,F3
33990,S,S1
33991,M,M3
33992,J,J2
33993,D,D2
33994,L,L3
33995,N,N1
33996,W,W1
33997,M,M1
33998,E,E1
33999,L,L3
34000,L,L1
34001,L,L2
34002,N,N3
34003,,
34004,U,U2
34005,S,S2
34006,L,L3
34007,,
34008,N,N3
34009,B,B3
34010,B,B1
34011,E,E3
34012,G,G2
34013,N,N3
34014,N,N1
34015,F,F3
34016,J,J1
34017,L,L1
34018,K,K3
34019,B,B1
34020,O,O3
34021,B,B1
34022,D,D3
34023,F,F1
34024,J,J1
34025,R,R1
34026,N,N1
34027,M,M2
34028,N,N3
34029,O,O2
34030,W,W1
34031,J,J1
34032,W,W1
34033,C,C3
34034,S,S1
34035,J,J1
34036,F,F2
34037,E,E3
34038,E,E2
34039,J,J1
34040,L,L2
34041,D,D2
34042,O,O2
34043,F,F2
34044,Q,Q3
34045,R,R2
34046,D,D2
34047,Q,Q1
34048,M,M1
34049,K,K1
34050,E,E2
34051,L,L1
34052,E,E2
34053,G,G3
34054,D,D3
34055,K,K1
34056,M,M3
34057,R,R2
34058,L,L3
34059,Q,Q2
34060,M,M1
34061,F,F1
34062,U,U3
34063,F,F2
34064,D,D1
34065,E,E1
34066,B,B3
34067,F,F2
34068,Q,Q3
34069,N,N1
34070,J,J2
34071,K,K2
34072,B,B2
34073,C,C1
34074,K,K3
34075,S,S2
34076,C,C2
34077,Q,Q2
34078,J,J1
34079,G,G1
34080,O,O2
34081,K,K1
34082,B,B2
34083,D,D1
34084,R,R2
34085,G,G2
34086,D,D1
34087,M,M3
34088,K,K2
34089,J,J3
34090,U,U2
34091,M,M3
34092,K,K1
34093,B,B2
34094,K,K2
34095,G,G3
34096,D,D1
34097,S,S1
34098,N,N3
34099,E,E2
34100,W,W1
34101,R,R3
34102,N,N1
34103,B,B1
34104,N,N2
34105,S,S3
34106,B,B1
34107,C,C1
34108,J,J1
34109,F,F2
34110,B,B1
34111,S,S2
34112,G,G2
34113,L,L1
34114,J,J3
34115,G,G3
34116,W,W1
34117,J,J2
34118,L,L1
34119,W,W1
34120,U,U2
34121,R,R1
34122,O,O2
34123,R,R2
34124,Q,Q2
34125,E,E1
34126,R,R3
34127,D,D3
34128,R,R2
34129,D,D1
34130,Q,Q3
34131,U,U2
34132,K,K3
34133,G,G3
34134,U,U2
34135,M,M1
34136,C,C1
34137,D,D3
34138,E,E2
34139,M,M3
34140,E,E3
34141,N,N2
34142,Q,Q2
34143,J,J1
34144,U,U3
34145,K,K3
34146,N,N2
34147,G,G1
34148,J,J1
34149,L,L2
34150,O,O1
34151,N,N3
34152,N,N3
34153,N,N2
34154,D,D2
34155,N,N2
34156,D,D2
34157,U,U3
34158,G,G1
34159,K,K1
34160,L,L1
34161,E,E2
34162,B,B3
34163,N,N2
34164,J,J1
34165,N,N1
34166,L,L2
34167,S,S2
34168,S,S1
34169,G,G3
34170,L,L2
34171,J,J3
34172,N,N2
34173,M,M3
34174,K,K1
34175,D,D2
34176,R,R3
34177,U,U2
34178,W,W1
34179,R,R3
34180,B,B2
34181,F,F2
34182,S,S1
34183,W,W2
34184,W,W2
34185,S,S1
34186,R,R1
34187,N,N3
34188,D,D1
34189,U,U1
34190,S,S3
34191,W,W3
34192,S,S3
34193,L,L3
34194,G,G3
34195,N,N2
34196,D,D1
34197,R,R2
34198,M,M2
34199,O,O2
34200,K,K3
34201,M,M2
34202,G,G3
34203,U,U1
34204,D,D2
34205,F,F3
34206,R,R3
34207,D,D3
34208,J,J2
34209,E,E2
34210,B,B3
34211,G,G3
34212,W,W2
34213,G,G2
34214,Q,Q2
34215,K,K2
34216,J,J3
34217,J,J3
34218,L,L1
34219,K,K1
34220,W,W2
34221,M,M1
34222,M,M1
34223,S,S2
34224,N,N3
34225,N,N2
34226,N,N2
34227,M,M1
34228,E,E2
34229,U,U3
34230,Q,Q3
34231,M,M1
34232,N,N3
34233,Q,Q1
34234,E,E3
34235,L,L1
34236,O,O2
34237,G,G3
34238,E,E2
34239,E,E2
34240,E,E2
34241,C,C3
34242,B,B1
34243,C,C1
34244,G,G3
34245,L,L2
34246,F,F3
34247,N,N2
34248,W,W1
34249,D,D1
34250,Q,Q1
34251,N,N2
34252,E,E3
34253,U,U3
34254,F,F1
34255,M,M2
34256,Q,Q2
34257,Q,Q2
34258,S,S3
34259,Q,Q1
34260,C,C2
34261,C,C2
34262,N,N2
34263,M,M3
34264,N,N2
34265,U,U2
34266,E,E2
34267,N,N1
34268,D,D2
34269,J,J3
34270,Q,Q3
34271,J,J2
34272,M,M1
34273,C,C2
34274,W,W1
34275,M,M1
34276,U,U3
34277,L,L1
34278,S,S1
34279,U,U3
34280,L,L2
34281,F,F3
34282,F,F1
34283,R,R3
34284,F,F2
34285,E,E1
34286,W,W2
34287,R,R3
34288,L,L2
34289,M,M1
34290,R,R2
34291,B,B1
34292,M,M1
34293,S,S3
34294,L,L2
34295,F,F3
34296,G,G3
34297,D,D1
34298,N,N2
34299,B,B2
34300,K,K3
34301,E,E3
34302,B,B3
34303,R,R2
34304,J,J3
34305,K,K1
34306,L,L1
34307,M,M3
34308,C,C2
34309,M,M3
34310,J,J3
34311,N,N1
34312,C,C1
34313,D,D3
34314,B,B1
34315,N,N2
34316,J,J2
34317,M,M1
34318,M,M2
34319,U,U2
34320,B,B2
34321,F,F2
34322,K,K2
34323,U,U1
34324,S,S3
34325,J,J3
34326,U,U2
34327,U,U3
34328,L,L2
34329,N,N3
34330,B,B2
34331,F,F3
34332,L,L1
34333,Q,Q3
34334,K,K1
34335,O,O3
34336,J,J1
34337,J,J3
34338,E,E2
34339,K,K2
34340,W,W2
34341,E,E2
34342,N,N1
34343,M,M3
34344,B,B2
34345,G,G1
34346,G,G2
34347,S,S1
34348,W,W2
34349,O,O2
34350,F,F2
34351,D,D1
34352,N,N3
34353,W,W2
34354,Q,Q3
34355,S,S2
34356,N,N1
34357,O,O3
34358,B,B3
34359,S,S2
34360,U,U2
34361,G,G3
34362,R,R1
34363,L,L2
34364,C,C1
34365,R,R2
34366,Q,Q3
34367,K,K3
34368,N,N1
34369,E,E2
34370,L,L1
34371,L,L1
34372,L,L2
34373,N,N1
34374,G,G1
34375,D,D1
34376,R,R1
34377,Q,Q3
34378,L,L1
34379,L,L1
34380,D,D1
34381,J,J1
34382,U,U2
34383,S,S2
34384,C,C3
34385,D,D1
34386,K,K1
34387,E,E2
34388,M,M2
34389,E,E2
34390,Q,Q2
34391,Q,Q3
34392,M,M1
34393,K,K1
34394,Q,Q3
34395,D,D1
34396,B,B3
34397,N,N2
34398,C,C1
34399,G,G2
34400,E,E2
34401,C,C1
34402,S,S3
34403,M,M1
34404,M,M1
34405,D,D1
34406,D,D2
34407,U,U1
34408,U,U1
34409,Q,Q3
34410,R,R1
34411,G,G2
34412,E,E3
34413,D,D3
34414,Q,Q1
34415,R,R2
34416,E,E2
34417,D,D1
34418,K,K1
34419,B,B1
34420,B,B2
34421,R,R2
34422,U,U1
34423,R,R2
34424,R,R2
34425,N,N2
34426,O,O1
34427,E,E2
34428,D,D3
34429,M,M2
34430,O,O1
34431,Q,Q1
34432,E,E2
34433,N,N2
34434,C,C2
34435,G,G1
34436,G,G1
34437,W,W1
34438,F,F3
34439,F,F3
34440,N,N1
34441,C,C1
34442,C,C1
34443,N,N3
34444,N,N1
34445,E,E1
34446,R,R1
34447,S,S1
34448,B,B2
34449,R,R1
34450,C,C3
34451,D,D1
34452,G,G2
34453,K,K1
34454,D,D2
34455,U,U1
34456,K,K1
34457,F,F1
34458,Q,Q3
34459,B,B1
34460,O,O1
34461,U,U2
34462,W,W2
34463,Q,Q3
34464,C,C1
34465,W,W3
34466,U,U1
34467,N,N3
34468,N,N1
34469,B,B2
34470,R,R2
34471,M,M1
34472,Q,Q3
34473,Q,Q2
34474,B,B2
34475,J,J3
34476,N,N1
34477,R,R3
34478,R,R1
34479,Q,Q1
34480,D,D2
34481,B,B2
34482,U,U1
34483,W,W1
34484,U,U2
34485,W,W3
34486,S,S1
34487,U,U3
34488,K,K3
34489,K,K1
34490,B,B3
34491,R,R3
34492,L,L1
34493,K,K3
34494,W,W2
34495,E,E2
34496,M,M1
34497,W,W1
34498,D,D3
34499,E,E3
34500,S,S2
34501,B,B3
34502,J,J1
34503,M,M3
34504,N,N3
34505,F,F2
34506,Q,Q3
34507,L,L2
34508,B,B3
34509,N,N2
34510,W,W3
34511,F,F2
34512,N,N2
34513,K,K2
34514,S,S3
34515,G,G3
34516,B,B2
34517,N,N3
34518,O,O3
34519,E,E1
34520,G,G2
34521,L,L1
34522,J,J2
34523,K,K1
34524,U,U1
34525,M,M1
34526,K,K3
34527,N,N2
34528,N,N3
34529,J,J2
34530,O,O1
34531,N,N2
34532,R,R3
34533,Q,Q3
34534,W,W3
34535,Q,Q1
34536,G,G3
34537,C,C2
34538,G,G2
34539,N,N3
34540,L,L3
34541,U,U2
34542,Q,Q3
34543,D,D1
34544,M,M1
34545,U,U3
34546,S,S2
34547,B,B3
34548,U,U2
34549,K,K2
34550,M,M1
34551,K,K3
34552,E,E3
34553,U,U1
34554,U,U2
34555,G,G2
34556,R,R3
34557,M,M1
34558,S,S3
34559,W,W1
34560,M,M2
34561,L,L2
34562,B,B1
34563,M,M1
34564,M,M1
34565,L,L3
34566,C,C1
34567,J,J3
34568,E,E1
34569,W,W2
34570,U,U3
34571,M,M2
34572,K,K2
34573,L,L1
34574,J,J3
34575,K,K3
34576,S,S1
34577,U,U2
34578,K,K2
34579,U,U1
34580,E,E2
34581,J,J3
34582,M,M3
34583,N,N3
34584,F,F2
34585,U,U2
34586,M,M2
34587,Q,Q3
34588,K,K2
34589,J,J1
34590,U,U3
34591,S,S3
34592,M,M2
34593,U,U2
34594,U,U2
34595,D,D2
34596,K,K1
34597,Q,Q3
34598,Q,Q2
34599,U,U2
34600,M,M1
34601,J,J2
34602,G,G3
34603,J,J1
34604,J,J1
34605,M,M1
34606,D,D1
34607,D,D2
34608,B,B2
34609,Q,Q2
34610,J,J2
34611,R,R3
34612,J,J2
34613,B,B2
34614,E,E3
34615,U,U3
34616,E,E3
34617,Q,Q3
34618,D,D1
34619,G,G1
34620,U,U2
34621,U,U2
34622,L,L3
34623,S,S2
34624,G,G2
34625,L,L2
34626,N,N1
34627,U,U3
34628,G,G3
34629,L,L3
34630,S,S1
34631,B,B1
34632,K,K3
34633,G,G1
34634,U,U2
34635,R,R1
34636,B,B3
34637,K,K1
34638,M,M2
34639,M,M2
34640,F,F2
34641,F,F2
34642,U,U1
34643,C,C1
34644,Q,Q3
34645,F,F1
34646,U,U2
34647,N,N1
34648,O,O3
34649,K,K3
34650,W,W1
34651,S,S1
34652,E,E2
34653,J,J1
34654,U,U2
34655,L,L2
34656,S,S2
34657,W,W3
34658,E,E2
34659,J,J2
34660,S,S1
34661,R,R1
34662,D,D1
34663,W,W1
34664,R,R1
34665,D,D3
34666,Q,Q2
34667,B,B1
34668,B,B2
34669,C,C2
34670,U,U1
34671,N,N3
34672,M,M2
34673,B,B3
34674,F,F3
34675,R,R1
34676,B,B3
34677,E,E2
34678,D,D1
34679,R,R3
34680,C,C2
34681,E,E1
34682,F,F2
34683,O,O3
34684,S,S1
34685,R,R3
34686,U,U3
34687,B,B1
34688,B,B2
34689,B,B2
34690,C,C2
34691,W,W1
34692,C,C2
34693,L,L1
34694,N,N2
34695,J,J3
34696,B,B3
34697,M,M2
34698,L,L2
34699,D,D3
34700,G,G3
34701,K,K1
34702,E,E1
34703,N,N3
34704,M,M3
34705,K,K1
34706,R,R1
34707,K,K3
34708,E,E3
34709,L,L1
34710,K,K2
34711,S,S2
34712,L,L1
34713,S,S2
34714,D,D3
34715,M,M3
34716,K,K3
34717,Q,Q1
34718,B,B3
34719,M,M3
34720,U,U3
34721,C,C2
34722,L,L2
34723,D,D3
34724,N,N3
34725,U,U2
34726,M,M1
34727,B,B2
34728,K,K2
34729,S,S1
34730,E,E2
34731,E,E2
34732,S,S3
34733,E,E3
34734,M,M2
34735,F,F2
34736,F,F2
34737,M,M2
34738,C,C2
34739,J,J2
34740,C,C1
34741,C,C2
34742,E,E1
34743,R,R2
34744,C,C2
34745,M,M2
34746,Q,Q3
34747,M,M3
34748,N,N3
34749,F,F1
34750,U,U3
34751,N,N1
34752,B,B2
34753,G,G2
34754,F,F3
34755,B,B2
34756,B,B1
34757,R,R2
34758,S,S3
34759,R,R3
34760,W,W3
34761,R,R2
34762,U,U3
34763,B,B3
34764,R,R2
34765,E,E1
34766,R,R1
34767,U,U1
34768,B,B2
34769,F,F2
34770,E,E1
34771,B,B2
34772,J,J3
34773,G,G2
34774,N,N3
34775,R,R1
34776,G,G1
34777,J,J2
34778,R,R1
34779,N,N3
34780,D,D3
34781,S,S1
34782,U,U1
34783,D,D3
34784,S,S3
34785,O,O3
34786,B,B1
34787,L,L1
34788,C,C2
34789,C,C2
34790,F,F1
34791,M,M1
34792,Q,Q3
34793,U,U1
34794,O,O3
34795,N,N3
34796,B,B2
34797,S,S3
34798,N,N3
34799,Q,Q2
34800,L,L2
34801,E,E1
34802,C,C2
34803,M,M3
34804,N,N2
34805,L,L3
34806,S,S1
34807,K,K1
34808,O,O3
34809,S,S3
34810,Q,Q2
34811,N,N3
34812,N,N1
34813,R,R2
34814,R,R2
34815,R,R1
34816,S,S1
34817,B,B3
34818,R,R2
34819,O,O2
34820,S,S3
34821,N,N3
34822,J,J1
34823,L,L1
34824,O,O2
34825,F,F1
34826,E,E2
34827,E,E2
34828,L,L3
34829,M,M1
34830,N,N3
34831,N,N2
34832,S,S3
34833,B,B2
34834,Q,Q2
34835,F,F1
34836,G,G3
34837,S,S2
34838,S,S1
34839,F,F2
34840,N,N2
34841,E,E1
34842,K,K3
34843,K,K1
34844,Q,Q1
34845,M,M3
34846,D,D3
34847,W,W2
34848,M,M1
34849,S,S1
34850,C,C1
34851,O,O1
34852,K,K3
34853,R,R1
34854,S,S1
34855,G,G3
34856,S,S1
34857,G,G3
34858,G,G3
34859,E,E3
34860,G,G1
34861,B,B2
34862,M,M2
34863,J,J2
34864,E,E2
34865,U,U1
34866,N,N2
34867,D,D2
34868,Q,Q3
34869,L,L1
34870,J,J2
34871,L,L1
34872,N,N3
34873,W,W2
34874,D,D1
34875,U,U1
34876,E,E3
34877,B,B1
34878,E,E2
34879,J,J1
34880,M,M1
34881,U,U3
34882,S,S3
34883,D,D2
34884,J,J3
34885,K,K1
34886,U,U3
34887,B,B3
34888,M,M2
34889,R,R1
34890,W,W3
34891,G,G2
34892,L,L3
34893,Q,Q3
34894,R,R2
34895,Q,Q3
34896,M,M3
34897,K,K3
34898,G,G3
34899,K,K3
34900,U,U1
34901,J,J2
34902,B,B2
34903,G,G3
34904,S,S1
34905,W,W3
34906,D,D2
34907,U,U2
34908,B,B3
34909,K,K2
34910,F,F1
34911,U,U1
34912,N,N1
34913,R,R2
34914,R,R2
34915,G,G1
34916,D,D2
34917,W,W3
34918,B,B1
34919,N,N2
34920,J,J2
34921,J,J2
34922,K,K3
34923,N,N3
34924,R,R2
34925,D,D3
34926,G,G3
34927,N,N2
34928,F,F1
34929,S,S2
34930,Q,Q2
34931,G,G3
34932,S,S2
34933,W,W2
34934,Q,Q3
34935,S,S1
34936,J,J3
34937,D,D2
34938,M,M3
34939,W,W3
34940,E,E1
34941,U,U3
34942,E,E2
34943,U,U2
34944,E,E2
34945,E,E1
34946,S,S3
34947,K,K2
34948,E,E1
34949,N,N3
34950,D,D3
34951,J,J3
34952,N,N3
34953,N,N2
34954,K,K3
34955,W,W1
34956,U,U3
34957,U,U3
34958,K,K2
34959,B,B3
34960,K,K2
34961,N,N3
34962,O,O2
34963,N,N3
34964,M,M3
34965,L,L3
34966,J,J1
34967,M,M2
34968,N,N3
34969,B,B3
34970,F,F1
34971,W,W3
34972,J,J3
34973,B,B3
34974,W,W1
34975,R,R2
34976,Q,Q2
34977,G,G1
34978,M,M1
34979,D,D3
34980,D,D3
34981,U,U2
34982,R,R2
34983,S,S1
34984,G,G3
34985,E,E3
34986,L,L1
34987,J,J3
34988,E,E2
34989,D,D2
34990,C,C2
34991,N,N1
34992,S,S2
34993,F,F2
34994,M,M1
34995,D,D2
34996,D,D3
34997,M,M1
34998,D,D1
34999,E,E3
35000,F,F3
35001,C,C1
35002,Q,Q1
35003,M,M1
35004,K,K1
35005,U,U1
35006,B,B2
35007,W,W2
35008,U,U2
35009,D,D3
35010,D,D1
35011,M,M1
35012,Q,Q2
35013,D,D3
35014,E,E2
35015,B,B2
35016,B,B3
35017,N,N2
35018,B,B1
35019,U,U2
35020,B,B2
35021,Q,Q2
35022,G,G1
35023,B,B1
35024,G,G2
35025,K,K3
35026,M,M3
35027,K,K1
35028,G,G1
35029,Q,Q1
35030,S,S2
35031,K,K2
35032,B,B2
35033,S,S2
35034,C,C2
35035,U,U1
35036,N,N2
35037,Q,Q1
35038,F,F3
35039,D,D3
35040,U,U1
35041,B,B2
35042,D,D1
35043,M,M2
35044,W,W2
35045,F,F2
35046,U,U1
35047,R,R3
35048,J,J1
35049,E,E2
35050,S,S2
35051,D,D2
35052,K,K2
35053,C,C3
35054,E,E3
35055,B,B3
35056,U,U2
35057,K,K3
35058,K,K3
35059,C,C3
35060,E,E1
35061,F,F3
35062,U,U1
35063,M,M3
35064,N,N1
35065,U,U2
35066,J,J3
35067,Q,Q2
35068,J,J2
35069,Q,Q1
35070,B,B3
35071,U,U2
35072,M,M1
35073,J,J1
35074,E,E2
35075,B,B1
35076,B,B2
35077,U,U1
35078,M,M1
35079,M,M2
35080,D,D1
35081,N,N3
35082,W,W2
35083,O,O2
35084,E,E2
35085,C,C3
35086,R,R1
35087,U,U2
35088,D,D2
35089,D,D2
35090,N,N1
35091,E,E2
35092,R,R1
35093,M,M2
35094,C,C2
35095,L,L3
35096,L,L3
35097,F,F3
35098,W,W1
35099,B,B3
35100,N,N1
35101,U,U2
35102,W,W3
35103,M,M2
35104,N,N1
35105,U,U2
35106,M,M1
35107,S,S2
35108,L,L1
35109,W,W1
35110,N,N1
35111,G,G1
35112,Q,Q2
35113,S,S3
35114,U,U3
35115,N,N2
35116,M,M2
35117,J,J1
35118,J,J3
35119,E,E2
35120,D,D3
35121,B,B3
35122,D,D1
35123,L,L3
35124,J,J3
35125,Q,Q1
35126,E,E2
35127,B,B2
35128,C,C3
35129,U,U1
35130,M,M1
35131,U,U3
35132,M,M3
35133,O,O3
35134,E,E3
35135,R,R2
35136,R,R2
35137,C,C1
35138,E,E2
35139,N,N3
35140,D,D1
35141,L,L2
35142,B,B2
35143,E,E2
35144,S,S3
35145,B,B1
35146,J,J2
35147,B,B3
35148,J,J3
35149,B,B3
35150,S,S3
35151,S,S1
35152,M,M2
35153,Q,Q3
35154,W,W3
35155,J,J3
35156,G,G1
35157,E,E1
35158,E,E3
35159,R,R2
35160,U,U2
35161,F,F2
35162,B,B2
35163,N,N3
35164,S,S1
35165,B,B1
35166,N,N3
35167,N,N3
35168,L,L3
35169,R,R1
35170,D,D3
35171,D,D1
35172,J,J1
35173,B,B2
35174,D,D1
35175,D,D3
35176,N,N1
35177,Q,Q3
35178,M,M1
35179,N,N1
35180,Q,Q2
35181,R,R2
35182,M,M2
35183,E,E3
35184,Q,Q2
35185,S,S1
35186,J,J1
35187,R,R1
35188,B,B3
35189,K,K3
35190,O,O3
35191,O,O3
35192,R,R1
35193,Q,Q3
35194,Q,Q2
35195,C,C2
35196,R,R1
35197,C,C3
35198,L,L1
35199,G,G1
35200,G,G1
35201,N,N3
35202,Q,Q3
35203,N,N2
35204,L,L3
35205,S,S2
35206,S,S3
35207,L,L2
35208,S,S3
35209,K,K3
35210,D,D1
35211,S,S2
35212,S,S1
35213,R,R1
35214,M,M2
35215,E,E1
35216,L,L1
35217,L,L2
35218,L,L1
35219,W,W2
35220,U,U3
35221,N,N3
35222,G,G1
35223,E,E1
35224,J,J3
35225,L,L1
35226,Q,Q2
35227,L,L3
35228,C,C1
35229,N,N3
35230,N,N1
35231,M,M2
35232,W,W3
35233,O,O1
35234,E,E1
35235,O,O1
35236,B,B3
35237,N,N2
35238,S,S2
35239,E,E3
35240,D,D1
35241,R,R3
35242,F,F2
35243,N,N2
35244,L,L2
35245,M,M3
35246,U,U3
35247,U,U1
35248,K,K1
35249,N,N2
35250,U,U2
35251,R,R1
35252,F,F3
35253,N,N3
35254,R,R1
35255,M,M3
35256,M,M2
35257,R,R2
35258,M,M1
35259,M,M2
35260,Q,Q2
35261,K,K2
35262,S,S2
35263,U,U1
35264,Q,Q2
35265,D,D1
35266,N,N3
35267,Q,Q3
35268,B,B3
35269,D,D2
35270,E,E2
35271,W,W3
35272,K,K2
35273,B,B1
35274,D,D2
35275,K,K2
35276,E,E2
35277,J,J3
35278,R,R1
35279,B,B1
35280,U,U1
35281,R,R3
35282,G,G1
35283,K,K2
35284,W,W3
35285,E,E1
35286,J,J3
35287,C,C3
35288,K,K3
35289,F,F3
35290,D,D1
35291,U,U1
35292,D,D2
35293,R,R3
35294,F,F3
35295,N,N3
35296,B,B2
35297,U,U2
35298,O,O2
35299,N,N2
35300,E,E2
35301,F,F3
35302,U,U3
35303,S,S1
35304,N,N3
35305,J,J2
35306,C,C3
35307,J,J2
35308,S,S2
35309,B,B1
35310,E,E1
35311,W,W2
35312,U,U2
35313,K,K1
35314,L,L3
35315,U,U3
35316,L,L2
35317,D,D2
35318,R,R3
35319,N,N2
35320,B,B2
35321,L,L3
35322,M,M2
35323,L,L2
35324,Q,Q2
35325,Q,Q3
