id,Type,Description,Value
3017878,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a 4-story, 30-unit apartment building with 2,338 sq. ft. of office at ground level. Existing structure to be demolished. No parking is proposed.",$3000000.00
3018989,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow 3, 3-story single family residences in an environmentally critical area. Parking for 3 vehicles to be provided in attached garages. Existing structures to be demolished. Environmental review includes future unit lot subdivision.",$678806.00
3019155,SHORT PLAT,"Land Use Application to subdivide one parcel into two parcels of land. Proposed parcel sizes are: A) 2,400 sq. ft. and B) 2,600 sq. ft. Existing structures to be removed.",$0.00
3019029,SHORT PLAT,Land Use Application to subdivide one development site into five unit lots. The construction of residential units is under Project #6383343. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots.  Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3018878,"SEPA THRESHOLD DETERMINATION, TEMPORARY LAND USE","Land Use Application to allow a temporary construction staging area for Sound Transit Link Light Rail. Review includes 2,000 cu. yds. of grading (1,000 cu. yds. of cut, 1,000 cu. yds. of fill); removing an underground storage tank, and soil remediation. Parking for 20 vehicles to be provided. Final Environmental Impact Statement (November 1999) and the North Link Final Supplemental Environmental Impact Statement (April 2006) prepared by Sound Transit.",$50000.00
3018988,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow three, 3-story single family residences in an environmentally critical area. Parking for three vehicles to be provided in attached garages. Existing structure to be demolished. Environmental Review includes future unit lot subdivision.",$7240444.00
3018389,SHORT PLAT,Land Use Application to subdivide one development site into five unit lots in an environmentally critical area. The construction of residential units are under Project #6371318. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3018306,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 3-story, 7 unit rowhouse structure in an environmentally critical area. Parking for 7 vehicles to be provided. Existing structure to be demolished. Environmental Review will include future Unit Lot Subdivision.",$806400.00
3018300,"SEPA THRESHOLD DETERMINATION, TEMPORARY LAND USE","Land Use Application to allow a temporary construction staging area for Sound Transit Link Light Rail. Review includes 4,200 cu. yds. of grading and soil remediation (2,100 cu. yds. of cut, 2,100 cu. yds. of fill); removing underground storage tank and demolishing existing building (3,400 sq. ft. office and awning). A 5,760 sq. ft. temporary office trailer  and 6 parking spaces will be installed. Final Environmental Impact Statement (November 1999) and the North Link Final Supplemental Environme",$50000.00
3018170,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a mixed-use structure with 35 residential units and 4 live-work units, with no parking proposed. Existing structures to be demolished.",$4400326.00
3017667,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a 7-story, mixed-use building with 133 residential units and 10 ground floor live-work units, and parking for 142 vehicles. Existing structures to be demolished.",$22451116.00
3017532,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",Land Use Application to allow a 4-story structure containing 51 apartment units. No parking proposed.  Existing structures to be demolished.,$30000000.00
3017467,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION","Land Use Application to allow a 6-story building containing 183,779 sq. ft. of office space. Parking for 165 vehicles to be provided below grade. Existing structures to be demolished.",$26000000.00
3018908,ADMINISTRATIVE CONDITIONAL USE,Land Use Application to change 900 sq. ft. of retail use to drinking establishment. No change in parking.,$40000.00
3019192,SHORELINE DEVELOPMENT,"*THIS NUMBER WAS CREATED ONLY FOR THE PURPOSE OF REVISING THE SHORELINE PERMIT* 4 EXISTING STRUCTURES (4780 SF) CONSTRUCT 2 ELECT. SUBSTATIONS. REPLACE PILING W/ CONCRETE PILES. EXTEND LIGHT POLES TO 100 FT. NEW UNDERGROUND CONDUIT, 9400 CU.YD CUT & FILL.*ORIGINAL SHORELINE SUBSTANTIAL DEVELOPMENT PERMIT ISSUED UNDER #730906, 09/27/2002",$1.00
3018859,SHORT PLAT,"Land Use Application to subdivide one development site into seven parcels of land. Proposed parcel sizes are:  A) 2,063 sq. ft.,",$0.00
3018683,SHORT PLAT,Land Use Application to subdivide one development site into eight unit lots. The construction of residential units has been approved under Project #6385053. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3017459,SHORT PLAT,Land Use Application to subdivide one development site into five unit lots. The construction of residential units are under Project #6404868. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots. Existing structures to be removed.,$0.00
3018916,"SEPA THRESHOLD DETERMINATION, SHORT PLAT","Land Use Application to subdivide one parcel into two parcels of land in an environmentally critical area. Proposed parcel sizes are:  A) 5,300 sq. ft. and B) 5,665 sq. ft.",$0.00
3018993,SHORT PLAT,Land Use Application to subdivide one development site into three unit lots. The construction of residential units are under Project #6412217. This subdivision of property is only for the purpose of allowing sale or lease of the unit lots. Development standards will be applied to the original parcel and not to each of the new unit lots.,$0.00
3018927,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a three story, 3-unit rowhouse structure in an environmentally critical area. Surface parking for five vehicles to be provided. To be considered with Project #3018510 for shared access.",$5000000.00
3018510,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a three story, 3-unit rowhouse structure in an environmentally critical area. Surface parking for three vehicles to be provided. To be considered with Project #3018927 for shared access.",$5000000.00
3018424,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow one, 3-story rowhouse structure containing six residential units. Surface parking for six vehicles to be provided.  Existing structure to be removed. Environmental review includes future unit lot subdivision.",$158290.00
3016629,SHORT PLAT,"Land Use Application to subdivide three parcels into four parcels of land.  Proposed parcel sizes are: W) 6,453 sq. ft., X) 5,794 sq. ft.,",$0.00
3018942,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between three parcels of land. Proposed parcel sizes are: A)5,148 sq.ft.; B)5,143 sq.ft. and C)4,627 sq.ft.",$0.00
3019105,LOT BOUNDARY ADJUSTMENT PLAT,"Land use application to adjust the boundary between two parcels of land. Proposed parcel sizes are: A) 3,843 sq.ft. and  B) 3,342 sq.ft.",$0.00
3018837,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 2-story single family residence with attached garage. To be considered with projects 3018517, 3018831, 3018832, 3018833, 3018834, 3018835, and 3018836 to accommodate shared access for eight singles family dwelling units.",$320000.00
3018836,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 2-story single family residence with attached garage. To be considered with projects 3018517, 3018831, 3018832, 3018833, 3018834, 3018835, and 3018837 to accommodate shared access for eight singles family dwelling units.",$320000.00
3018835,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 2-story single family residence with attached garage. To be considered with projects 3018517, 3018831, 3018832, 3018833, 3018834, 3018836 and 3018837 to accommodate shared access for eight singles family dwelling units.",$320000.00
3018834,SEPA THRESHOLD DETERMINATION,"Land Use Application to allow a 2-story single family residence with attached garage in an environmentally critical area. To be considered with projects 3018517, 3018831, 3018832, 3018833, 3018835, 3018836 and 3018837 to accommodate shared access for eight singles family dwelling units.",$320000.00
