id,applicant_id,permit_type,decision_type,design_review_included,status
2919,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2920,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2921,,SHORT PLAT,II,N,Permit Closed
2922,,SHORT PLAT,II,N,Permit Closed
2923,,SHORT PLAT,II,N,Permit Closed
2924,,SHORT PLAT,II,N,Permit Closed
2925,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
2926,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2927,,DESIGN REVIEW WITHOUT EDG,II,N,Permit Issued
2928,,SHORT PLAT,II,N,Permit Closed
2929,,SHORT PLAT,II,N,Permit Closed
2930,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2931,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2932,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2933,,"ADMIN DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2934,,SHORT PLAT,II,N,Permit Finaled
2935,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2936,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2937,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2938,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2939,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2940,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2941,,SHORT PLAT,II,N,Permit Closed
2942,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2943,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2944,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2945,,SHORT PLAT,II,N,Permit Closed
2946,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2947,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT, VARIANCE",II,N,Permit Issued
2948,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2949,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2950,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
2951,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
2952,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2953,,SHORT PLAT,II,N,Permit Closed
2954,,SHORT PLAT,II,N,Permit Closed
2955,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2956,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
2957,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2958,,SHORELINE DEVELOPMENT,II,N,Permit Issued
2959,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2960,,SHORT PLAT,II,N,Permit Closed
2961,,SHORT PLAT,II,N,Permit Closed
2962,,SHORT PLAT,II,N,Permit Closed
2963,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2964,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2965,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2966,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2967,,SHORT PLAT,II,N,Permit Closed
2968,,SHORELINE DEVELOPMENT,II,N,Permit Closed
2969,,ADMIN DESIGN REVIEW WO/EDG,II,N,Permit Issued
2970,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2971,,SHORT PLAT,II,N,Permit Closed
2972,,DESIGN REVIEW WITH EDG,II,,
2973,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION, SPECIAL EXCEPTION",II,Y,Permit Issued
2974,,SHORT PLAT,II,N,Permit Closed
2975,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2976,,SHORT PLAT,II,N,Permit Closed
2977,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
2978,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2979,,VARIANCE,II,N,Permit Issued
2980,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
2981,,VARIANCE,II,N,CANCELLED
2982,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
2983,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
2984,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2985,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION, VARIANCE",II,N,Permit Closed
2986,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2987,,SHORT PLAT,II,N,Permit Finaled
2988,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2989,,SHORT PLAT,II,N,Permit Closed
2990,,SHORT PLAT,II,N,Permit Finaled
2991,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2992,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
2993,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2994,,SHORT PLAT,II,N,Permit Closed
2995,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
2996,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
2997,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
2998,,SHORT PLAT,II,,
2999,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3000,,"SHORELINE DEVELOPMENT, VARIANCE",II,N,Permit Issued
3001,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3002,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3003,,SHORT PLAT,II,N,Permit Closed
3004,,SHORT PLAT,II,N,Permit Closed
3005,,SHORT PLAT,II,N,Permit Closed
3006,,SHORT PLAT,II,N,Permit Closed
3007,,SHORT PLAT,II,N,Permit Finaled
3008,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3009,,SHORT PLAT,II,N,Permit Closed
3010,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
3011,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3012,,SHORT PLAT,II,N,Permit Closed
3013,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3014,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3015,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3016,,SHORT PLAT,II,N,Permit Closed
3017,,SHORELINE DEVELOPMENT,II,N,Permit Issued
3018,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3019,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3020,,SHORT PLAT,II,N,Permit Closed
3021,,SHORT PLAT,II,N,Permit Finaled
3022,,SHORT PLAT,II,N,CANCELLED
3023,,,,,CANCELLED
3024,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3025,,SHORT PLAT,II,N,Permit Closed
3026,,SHORT PLAT,II,N,Permit Closed
3027,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3028,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3029,,SHORT PLAT,II,N,Permit Closed
3030,,"OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION, SHORELINE CONDITIONAL USE, SHORELINE DEVELOPMENT",II,N,Permit Issued
3031,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
3032,,SHORT PLAT,II,N,Permit Closed
3033,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3034,,SHORT PLAT,II,N,Permit Finaled
3035,,SHORT PLAT,II,N,Permit Closed
3036,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3037,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3038,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3039,,SHORT PLAT,II,N,Permit Closed
3040,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION, SHORELINE CONDITIONAL USE, SHORELINE DEVELOPMENT",V,N,Permit Closed
3041,,SHORT PLAT,II,N,Permit Closed
3042,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3043,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3044,,SHORT PLAT,II,N,Permit Closed
3045,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3046,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3047,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3048,,SUBDIVISION PLAT,II,,
3049,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3050,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3051,,SHORT PLAT,II,N,Permit Closed
3052,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3053,,SHORT PLAT,II,N,Permit Closed
3054,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3055,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
3056,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3057,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3058,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3059,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Finaled
3060,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3061,,ADMIN DESIGN REVIEW WITH EDG,II,,
3062,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3063,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3064,,SHORT PLAT,II,N,Permit Closed
3065,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3066,,VARIANCE,II,N,CANCELLED
3067,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3068,,SHORT PLAT,II,N,Permit Closed
3069,,SHORT PLAT,II,N,Permit Closed
3070,,SHORT PLAT,II,N,Permit Closed
3071,,SHORT PLAT,II,N,Permit Finaled
3072,,SHORT PLAT,II,N,Permit Closed
3073,,SHORT PLAT,II,N,Permit Closed
3074,,,,,
3075,,SHORT PLAT,II,N,Permit Closed
3076,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3077,,SPECIAL EXCEPTION,II,N,Permit Issued
3078,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3079,,SHORT PLAT,II,N,Permit Closed
3080,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
3081,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",V,N,Permit Closed
3082,,SHORT PLAT,II,N,Permit Closed
3083,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3084,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3085,,SHORT PLAT,II,N,Permit Closed
3086,,"ENVIRONMENTALLY CRITICAL AREA, VARIANCE",II,N,Permit Issued
3087,,OTHER LAND USE ACTIONS,,N,Permit Issued
3088,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3089,,SHORT PLAT,II,N,Permit Closed
3090,,SHORT PLAT,II,N,Permit Closed
3091,,SHORT PLAT,II,N,Permit Finaled
3092,,SHORT PLAT,II,N,Permit Closed
3093,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3094,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3095,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3096,,SHORT PLAT,II,N,Permit Finaled
3097,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3098,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3099,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3100,,SEPA THRESHOLD DETERMINATION,II,N,CANCELLED
3101,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3102,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3103,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3104,,SHORT PLAT,II,N,Permit Closed
3105,,SHORT PLAT,II,N,Permit Closed
3106,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3107,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3108,,SHORT PLAT,II,N,Permit Closed
3109,,TEMPORARY LAND USE,II,N,Permit Issued
3110,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3111,,SHORT PLAT,II,N,Permit Closed
3112,,SHORT PLAT,II,N,Permit Finaled
3113,,,II,,
3114,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3115,,ADMIN DESIGN REVIEW WITH EDG,II,Y,Permit Issued
3116,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3117,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3118,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3119,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
3120,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3121,,"SEPA THRESHOLD DETERMINATION, STREAMLINED ADMIN DESIGN RVW",II,N,Permit Issued
3122,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3123,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3124,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3125,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3126,,,II,,
3127,,ADMIN DESIGN REVIEW WITH EDG,II,Y,Permit Issued
3128,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3129,,SHORT PLAT,II,N,Permit Finaled
3130,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3131,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3132,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3133,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3134,,SHORT PLAT,II,N,Permit Closed
3135,,SHORT PLAT,II,N,Permit Closed
3136,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
3137,,SHORT PLAT,II,N,Permit Finaled
3138,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3139,,SHORT PLAT,II,N,Permit Closed
3140,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION, SPECIAL EXCEPTION",II,Y,Permit Issued
3141,,TEMPORARY LAND USE,II,N,CANCELLED
3142,,SHORT PLAT,II,N,Permit Closed
3143,,SHORT PLAT,II,N,Permit Closed
3144,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3145,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3146,,SHORT PLAT,II,N,Permit Closed
3147,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3148,,SHORT PLAT,II,N,Permit Closed
3149,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3150,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3151,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3152,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3153,,"DESIGN REVIEW WITHOUT EDG, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3154,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3155,,SHORELINE DEVELOPMENT,II,N,Permit Issued
3156,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
3157,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3158,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3159,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3160,,SHORT PLAT,II,N,Permit Closed
3161,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3162,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3163,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3164,,SHORT PLAT,II,N,Permit Closed
3165,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3166,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3167,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3168,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3169,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
3170,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3171,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3172,,SHORT PLAT,II,N,Permit Closed
3173,,SHORT PLAT,II,N,Permit Closed
3174,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3175,,SHORT PLAT,II,N,Permit Closed
3176,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3177,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3178,,SHORT PLAT,II,N,Permit Closed
3179,,SHORT PLAT,II,N,Permit Closed
3180,,VARIANCE,II,N,Permit Issued
3181,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3182,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3183,,DESIGN REVIEW WITH EDG,II,Y,Permit Issued
3184,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3185,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3186,,SHORT PLAT,II,N,Permit Closed
3187,,SHORT PLAT,II,N,Permit Closed
3188,,ENVIRONMENTALLY CRITICAL AREA,II,N,CANCELLED
3189,,SHORT PLAT,II,N,Permit Closed
3190,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3191,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3192,,DESIGN REVIEW WITH EDG,II,Y,Permit Issued
3193,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3194,,SHORT PLAT,II,N,Permit Closed
3195,,ADMIN DESIGN REVIEW WITH EDG,II,Y,Permit Issued
3196,,SHORT PLAT,II,N,Permit Closed
3197,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3198,,SHORT PLAT,II,N,Permit Closed
3199,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3200,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3201,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3202,,SHORT PLAT,II,N,Permit Closed
3203,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3204,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3205,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3206,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3207,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3208,,"COUNCIL ACTION, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",IV,Y,Permit Closed
3209,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,Y,Permit Issued
3210,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3211,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3212,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3213,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3214,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3215,,SHORT PLAT,II,N,Permit Closed
3216,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3217,,"COUNCIL ACTION, SEPA THRESHOLD DETERMINATION",IV,N,Application Accepted
3218,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
3219,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3220,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT, SPECIAL EXCEPTION",II,N,Permit Closed
3221,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3222,,"SEPA THRESHOLD DETERMINATION, SUBDIVISION PLAT",III,N,Permit Closed
3223,,SHORT PLAT,II,N,Permit Closed
3224,,SHORT PLAT,II,N,Permit Closed
3225,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3226,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3227,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3228,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3229,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",IV,Y,Permit Issued
3230,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3231,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3232,,ADMINISTRATIVE CONDITIONAL USE,II,N,Permit Issued
3233,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3234,,SHORT PLAT,II,N,Permit Closed
3235,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3236,,SHORELINE CONDITIONAL USE,II,N,Permit Closed
3237,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3238,,SHORT PLAT,II,N,Permit Closed
3239,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3240,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Issued
3241,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3242,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3243,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3244,,"ENVIRONMENTALLY CRITICAL AREA, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3245,,SHORT PLAT,II,N,Permit Closed
3246,,SHORT PLAT,II,N,Permit Closed
3247,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3248,,"SHORT PLAT, VARIANCE",II,N,Permit Closed
3249,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3250,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3251,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3252,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3253,,SHORT PLAT,II,N,Permit Closed
3254,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3255,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3256,,"COUNCIL ACTION, DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3257,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3258,,SHORT PLAT,II,N,Permit Closed
3259,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3260,,"SEPA THRESHOLD DETERMINATION, SHORT PLAT",II,N,Permit Closed
3261,,SHORT PLAT,II,N,Permit Closed
3262,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,CANCELLED
3263,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3264,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3265,,,II,,
3266,,"DESIGN REVIEW WITH EDG, OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3267,,"DESIGN REVIEW WITH EDG, OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3268,,"DESIGN REVIEW WITH EDG, OTHER LAND USE ACTIONS, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3269,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3270,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3271,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3272,,VARIANCE,II,N,Permit Issued
3273,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,CANCELLED
3274,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3275,,ENVIRONMENTALLY CRITICAL AREA,II,N,CANCELLED
3276,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3277,,SHORT PLAT,II,N,Permit Closed
3278,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3279,,"SEPA THRESHOLD DETERMINATION, SHORELINE DEVELOPMENT",II,N,Permit Closed
3280,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3281,,"SEPA THRESHOLD DETERMINATION, VARIANCE",II,N,Permit Issued
3282,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3283,,SHORT PLAT,II,N,Permit Closed
3284,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3285,,"ADMINISTRATIVE CONDITIONAL USE, SEPA THRESHOLD DETERMINATION",II,N,Permit Issued
3286,,SEPA THRESHOLD DETERMINATION,II,N,Permit Issued
3287,,"DESIGN REVIEW WITH EDG, SEPA THRESHOLD DETERMINATION",II,Y,Permit Issued
3288,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3289,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3290,,LOT BOUNDARY ADJUSTMENT PLAT,I,N,Permit Closed
3291,,SHORT PLAT,II,N,Permit Closed
3292,,TEMPORARY LAND USE,II,N,Permit Issued
